MD,k,phi,GR,AT90,RHOZ,NPHI,DTCO,PEFZ,NMRFF,NMREFF,NMRTOT
5240.5,102.0,13.9,10.477708,987.5928,2.4689033,0.1629414,65.74129,3.5681028,0.14688593,0.16114101,0.16119929
5240.7,81.5,11.7,11.6516695,973.1782,2.4801807,0.15581675,66.158005,3.650076,0.14638706,0.1692113,0.17055592
5240.9,42.5,9.5,12.155181,875.502,2.4891531,0.15931602,67.13297,3.8285213,0.14085554,0.17180704,0.17382276
5241.25,50.3,11.4,12.515979,318.85464,2.4137545,0.19380361,69.688965,3.8396733,0.14379235,0.16670579,0.16670579
5242.1,2.11,10.2,16.912931,219.09715,2.517373,0.13158162,66.25848,3.3576982,0.12146473,0.1539833,0.15444283
5242.5,46.5,7.6,9.901751,789.27606,2.5178063,0.14135845,63.936703,3.5605738,0.10343279,0.13644354,0.14956659
5242.9,2400.0,16.0,9.3591385,1073.8494,2.530355,0.13150005,64.5836,3.909076,0.12749311,0.14143783,0.1422113
5243.2,29.6,9.0,9.757606,1213.8549,2.4525437,0.13853231,66.51034,4.135206,0.11748293,0.14213817,0.14363621
5243.45,408.0,16.1,9.828955,1346.8389,2.4489248,0.14423007,69.35659,4.418651,0.12252934,0.15287498,0.16083874
5243.6,2130.0,17.5,10.477574,1374.6266,2.4382663,0.15296169,70.049194,4.7160816,0.12157978,0.15219356,0.15927781
5243.95,631.0,10.5,10.32654,1211.5254,2.3848,0.18145221,72.2767,5.2300267,0.10978657,0.15148029,0.15171382
5244.4,466.0,10.0,11.838878,587.76013,2.316428,0.19359632,70.834785,5.665609,0.13210496,0.18016905,0.18637441
5244.7,950.0,8.1,16.776194,318.00732,2.386084,0.13930185,66.89267,5.3097854,0.13241658,0.18106468,0.18500164
5244.75,265.0,11.5,19.26259,299.2888,2.423258,0.1314363,65.78281,5.0470576,0.12662862,0.17578481,0.17762993
5245.1,448.0,19.9,19.523996,412.91364,2.501114,0.12961835,63.67478,4.028046,0.107102185,0.15281522,0.15298814
5245.45,176.0,9.0,11.039508,681.1955,2.5072498,0.106846154,63.796463,4.385025,0.10874681,0.12469434,0.12542579
5245.8,477.0,13.2,13.465898,775.24524,2.5162506,0.10248791,63.67731,4.6711326,0.10344485,0.114618495,0.11597278
5245.85,159.0,13.4,14.000106,808.0124,2.5029218,0.111259386,63.637882,4.7340093,0.102448255,0.11401642,0.114593595
5246.3,24.4,7.4,11.885616,864.17914,2.4947088,0.11378759,62.793774,4.3567376,0.10662061,0.11518934,0.11533488
5246.6,608.0,11.3,14.146603,803.8499,2.5305655,0.109351665,61.84505,4.236124,0.11382465,0.1215428,0.121899396
5247.05,2010.0,13.5,33.70888,620.8448,2.5806382,0.09171295,62.228577,4.4199843,0.080224074,0.10529314,0.10840064
5247.45,164.0,8.8,30.530315,769.8484,2.4838877,0.095513955,63.109055,4.321555,0.066140555,0.091915205,0.09276348
5247.8,895.0,17.7,13.111227,930.5791,2.4722276,0.07716969,62.70692,4.3143983,0.07349123,0.097755834,0.09775987
5248.15,1100.0,13.3,12.203913,1126.8004,2.5111437,0.08597644,64.0383,4.1553698,0.07665279,0.10006553,0.10867392
5248.45,1220.0,20.8,12.272155,1274.637,2.4708197,0.12706509,65.4942,4.8663154,0.07130238,0.10412247,0.1134304
5248.9,440.0,23.1,12.302333,1412.5696,2.4539204,0.14734952,65.91197,5.0063705,0.100341596,0.13571696,0.13690215
5248.95,13.4,17.6,12.356463,1428.49,2.4640732,0.14695096,65.90592,4.9243727,0.10528883,0.13857478,0.14074443
5249.8,1.17,12.1,12.620058,1338.963,2.4184687,0.13833979,65.936745,5.1897697,0.09975566,0.1334962,0.1334962
5250.15,187.0,16.5,14.162758,873.36536,2.4274976,0.13247737,65.5697,5.291284,0.110416204,0.13609165,0.13609165
5250.55,93.6,9.9,18.397648,757.4288,2.4679615,0.13371901,64.50555,4.810998,0.107718065,0.13576914,0.13632569
5252.3,3.77,10.2,11.110359,1337.6677,2.4878566,0.10968442,64.81934,4.7819414,0.08170971,0.107004754,0.107004754
5253.35,108.0,14.2,8.692651,1767.0521,2.442818,0.14250462,67.836205,5.475107,0.1345357,0.15272976,0.1527397
5254.1,34.9,9.0,11.624589,1726.5021,2.471958,0.09654264,68.39202,4.5782886,0.12023459,0.13568501,0.13946961
5255.05,18.2,13.0,10.678502,1721.884,2.4487028,0.10277803,68.1301,4.419774,0.09853684,0.129806,0.13221912
5260.9,2.26,5.4,16.821938,1738.317,2.448311,0.08415933,61.362507,5.455767,0.09789143,0.11595483,0.11597003
5261.55,265.0,9.7,19.192392,1692.5131,2.5972826,0.060525957,61.686783,5.033158,0.08477738,0.102963544,0.10651676
5283.0,35.9,9.6,19.62178,1531.7917,2.528328,0.14889285,60.833786,5.5407577,0.07521477,0.10439058,0.10443356
5314.2,378.8,16.7,13.757372,1801.0265,2.422468,0.102270335,62.614777,5.7828217,0.09094075,0.11268333,0.11981514
5361.0,559.0,16.4,41.64275,14.33595,2.4007628,0.22210206,68.0656,5.8694677,0.15406036,0.18106383,0.18927057
5364.0,18.7,7.8,27.977766,60.375744,2.4485831,0.21859471,67.933205,5.497717,0.13016672,0.17254275,0.18391958
5364.15,1.55,15.0,30.031378,60.50327,2.4446125,0.22234084,68.09163,5.354233,0.13137615,0.17101285,0.18129455
5364.5,34.9,12.8,39.92456,88.85118,2.413962,0.21544273,68.04585,5.233103,0.14903724,0.17229217,0.17230348
5365.2,111.0,14.0,47.384068,178.68462,2.3945255,0.23297891,67.086334,5.49595,0.16021399,0.18771552,0.19284955
5365.85,63.6,13.1,40.141647,72.07811,2.436375,0.20653635,64.50467,5.494516,0.14216913,0.1744713,0.17448209
5366.15,71.2,12.5,42.54247,35.886265,2.4530654,0.17619137,64.52135,5.6226077,0.13441435,0.16485447,0.16485746
5366.45,227.0,16.2,39.071426,29.04021,2.4618244,0.16556865,64.3672,5.483517,0.119712725,0.15328343,0.15363312
5367.1,9.66,14.2,34.770267,54.087597,2.4843323,0.19311185,64.47692,5.0323977,0.11863202,0.15244377,0.16136612
5367.5,1.99,10.3,21.042606,134.28041,2.4724836,0.17394647,63.96859,5.223278,0.12252506,0.16551667,0.16859132
5368.6,572.0,19.2,25.18525,30.36506,2.4738455,0.1804344,64.25286,5.2870445,0.10559966,0.14576039,0.15071738
5368.7,47.1,14.0,27.53538,33.060467,2.4612103,0.178058,64.90826,5.333421,0.10582295,0.14504035,0.14976399
5369.65,67.1,16.3,48.640575,13.484386,2.520617,0.17233308,65.50533,5.109152,0.08763665,0.1317687,0.13481513
5370.0,1.05,10.1,47.247852,13.931621,2.5036159,0.19535533,65.677864,5.0323257,0.08425598,0.1314004,0.13340019
5371.45,322.0,15.4,48.211273,338.1862,2.410112,0.22866234,68.65275,5.2279263,0.16229983,0.18253513,0.18253843
5372.75,149.0,12.4,19.296913,13.039471,2.4300046,0.20834936,65.26058,5.386896,0.10590094,0.16043563,0.16682525
5373.5,596.0,20.3,21.401505,10.54395,2.4333436,0.1861071,65.5494,4.838677,0.15906784,0.187003,0.187006
5378.0,75.0,12.2,19.714018,9.536549,2.4781353,0.122295484,60.348713,5.4199333,0.06791401,0.10791599,0.11045083
5382.15,255.0,12.6,13.532898,23.302536,2.5402215,0.12665822,62.723404,6.106866,0.07205124,0.10237923,0.11718975
5382.35,166.0,10.3,14.131701,24.772932,2.5449378,0.12717979,63.372013,5.8339715,0.05545648,0.07948883,0.096331134
5382.65,1680.0,8.9,14.924747,25.726469,2.4895937,0.122758344,64.7785,5.5372815,0.07064095,0.09591044,0.107350096
5383.2,1050.0,12.3,17.129553,23.22858,2.411165,0.20617752,65.85402,5.848442,0.14178754,0.1833798,0.19539542
5384.3,836.0,12.2,24.715149,101.09242,2.453776,0.19700684,64.00061,5.4191456,0.13017897,0.1657858,0.1657888
5384.6,395.0,13.9,21.571434,234.53474,2.4776385,0.20599113,63.612606,5.529885,0.13117109,0.16970414,0.16970715
5386.85,2430.0,15.9,18.335945,252.20305,2.5042994,0.15669167,62.55341,5.8573723,0.084724925,0.13303715,0.14520474
5387.15,2020.0,11.4,23.524427,95.463905,2.4772947,0.15243724,61.305164,6.02227,0.097477876,0.14206989,0.14616412
5387.5,1930.0,14.1,21.221382,46.40779,2.5028834,0.14459084,60.352074,6.76779,0.11220442,0.15394427,0.15498218
5387.9,1680.0,15.1,19.917328,32.899895,2.461989,0.07446221,59.95768,7.906312,0.06383242,0.0973979,0.105606265
5390.05,108.0,10.9,16.70056,312.18045,2.3853793,0.17515467,66.54463,6.2478156,0.13112447,0.16835582,0.1750244
5391.3,648.0,19.0,15.459842,51.459568,2.4944594,0.21471992,69.63688,8.620249,0.050009668,0.1275009,0.12750392
5392.35,196.0,16.4,10.318454,14.314435,2.488171,0.16744879,69.79465,7.888371,0.055443183,0.13895357,0.14293207
5393.0,20.5,11.1,10.165233,17.473589,2.5603943,0.1277162,53.83335,6.7893953,0.03666748,0.10868054,0.1086919
5393.3,558.0,16.7,11.676609,15.114781,2.5213537,0.10639964,57.75531,6.3216248,0.041273005,0.09561813,0.096644826
5393.75,556.0,17.0,21.148626,17.469378,2.5599248,0.11636619,59.717392,4.9685903,0.052102216,0.105467126,0.110337086
5394.0,319.0,14.0,26.559439,21.271276,2.5056279,0.13528028,60.6264,4.5259213,0.070009805,0.100232095,0.1004984
5394.55,856.0,14.7,29.18439,19.080828,2.3749568,0.23395927,63.0263,5.990399,0.10262273,0.12793782,0.12795477
5394.85,725.0,17.4,28.562834,22.310667,2.3942862,0.21469402,68.055176,6.2687283,0.1484873,0.18652424,0.18652725
5395.15,423.0,15.1,25.47731,42.442886,2.3943408,0.18221964,70.22629,5.342273,0.16141282,0.20341118,0.20377581
5395.45,97.0,12.8,33.053852,120.54295,2.3644085,0.2008044,70.403404,5.3040624,0.1627407,0.19553536,0.19790675
5396.05,363.0,20.0,27.09675,288.19843,2.5482042,0.21802996,70.45199,4.61001,0.15485571,0.18042976,0.18049182
5396.35,91.0,19.4,29.820318,75.21035,2.5346868,0.16806968,69.30949,4.3238773,0.11594193,0.14493228,0.1449374
5396.95,604.0,13.8,29.820318,15.733343,2.4914126,0.21513169,67.55938,4.517707,0.098243624,0.11783561,0.11783862
5397.2,157.0,14.0,28.191614,11.95914,2.4160273,0.2527896,67.50795,4.9628177,0.12751776,0.15069894,0.15139608
5398.0,269.0,16.9,31.437082,13.390741,2.4866793,0.19401047,68.546646,4.903046,0.123350434,0.15266547,0.15266849
5398.35,9.11,6.8,30.718521,14.326456,2.4546275,0.19900863,69.42498,4.9139233,0.1173122,0.15033261,0.15172182
5398.65,56.3,12.2,36.069138,16.834087,2.5002,0.20817587,67.52551,4.6461425,0.11888418,0.15941483,0.15945251
5398.95,22.6,9.3,36.7691,16.618,2.5146391,0.17638583,65.19935,4.478775,0.11517133,0.15317532,0.15350111
5399.25,297.0,12.9,32.13705,13.428293,2.5335972,0.14966659,64.527405,4.323748,0.104951106,0.13712193,0.14047895
5399.35,59.2,10.9,27.484993,17.017223,2.5435722,0.12026937,64.35393,4.2381654,0.09365827,0.1259585,0.12705213
5399.55,43.2,13.0,28.92212,25.878351,2.5325048,0.1283862,64.29932,4.342237,0.08496225,0.11486173,0.115007006
5399.85,53.3,12.2,31.588846,86.714554,2.4474947,0.2154725,63.851,5.661015,0.08917087,0.11935472,0.11935773
5400.25,94.8,12.0,27.408348,66.20811,2.398801,0.24942313,65.37368,6.7600336,0.14863329,0.20129386,0.20129688
5400.55,249.0,11.9,28.203558,29.076862,2.4088788,0.2432836,67.242386,5.7483754,0.1536694,0.20319131,0.20323136
5401.65,718.0,14.1,34.85026,7.209247,2.4360306,0.21252817,66.96972,5.649333,0.13187814,0.15770234,0.15860716
5401.95,639.0,13.5,34.456226,23.34641,2.4661274,0.186164,66.12518,5.451059,0.13211028,0.15494911,0.15642893
5402.25,620.0,12.6,42.89934,25.344751,2.4780154,0.16177925,64.23391,5.1603794,0.13003553,0.15278131,0.15539637
5402.55,1230.0,12.5,36.43378,18.270216,2.4836977,0.17523979,63.43345,5.1291733,0.12232965,0.14726143,0.15454724
5402.75,354.0,11.3,35.76123,14.619746,2.4886327,0.18029079,63.43423,5.158967,0.12232965,0.14726143,0.15454724
5402.85,961.0,11.7,33.818428,12.270944,2.4816957,0.17335448,63.48795,5.258257,0.11602736,0.14007702,0.14997447
5403.15,598.0,14.2,27.12571,9.85385,2.4580095,0.19471033,63.44239,5.325602,0.10477058,0.13083899,0.13436957
5403.45,2560.0,15.6,22.09577,11.0468855,2.44788,0.19550593,63.25236,5.278244,0.10495202,0.13118897,0.13169014
5403.8,8.56,9.9,21.353075,9.400533,2.4727635,0.16789937,63.593857,5.2247987,0.112361535,0.1369198,0.1369228
5404.0,435.0,14.4,19.55667,8.249541,2.470652,0.16971007,63.910168,5.289252,0.11241356,0.13587981,0.13606206
5404.85,29.1,12.9,16.88619,17.690643,2.459055,0.17903562,64.49196,7.031562,0.0891894,0.1312254,0.13600267
5406.5,2.46,9.1,21.531649,10.947563,2.4728808,0.18024059,66.125145,5.786599,0.10431138,0.13252442,0.14419
5406.8,429.0,15.4,22.789133,12.637322,2.4552836,0.16675113,66.12246,6.0103354,0.09884408,0.13015203,0.13172
5407.0,74.2,9.7,21.736494,12.787973,2.444345,0.18234116,65.52597,6.0076184,0.10263221,0.13508892,0.13594528
5407.15,1190.0,13.7,21.197573,12.420944,2.458183,0.19552656,64.79987,5.8615613,0.10863322,0.14436729,0.14481805
5407.75,2150.0,14.9,19.041885,21.623652,2.5316067,0.13281327,57.581738,4.706828,0.0991398,0.138795,0.13908738
5408.05,98.4,10.2,21.89147,25.788715,2.5921614,0.082425706,57.760643,4.2602596,0.09250756,0.12556076,0.12765665
5415.0,355.6,20.4,22.161114,1827.1073,2.3007107,0.17473198,66.141365,5.320413,0.17560181,0.1839719,0.1839719
5450.0,2.79,12.2,22.537579,918.8996,2.4771438,0.17886215,65.86409,4.3116,0.16371535,0.20000695,0.20041423
5453.0,43.1,16.2,34.25385,1396.3385,2.3623524,0.23711674,71.64694,4.5789976,0.12253237,0.13911816,0.14221005
5458.0,772.0,20.0,21.608595,1293.351,2.3658113,0.21804495,69.42828,4.9031014,0.15598087,0.1925248,0.1925411
5459.0,482.0,21.1,18.998669,741.41583,2.4806223,0.17817706,62.82063,4.384272,0.13488574,0.18105114,0.18105125
5460.8,96.7,16.8,19.865223,1417.8202,2.3680606,0.23345491,70.70588,5.0753846,0.13905054,0.1672807,0.16728969
5462.7,765.0,16.5,20.158842,105.34858,2.4386353,0.18199104,66.10057,4.6768184,0.14695016,0.17651567,0.17651737
5467.2,30.6,9.9,21.974836,1820.549,2.4036162,0.112513565,65.223045,5.3732457,0.10197068,0.12751538,0.12753366
5467.7,397.0,18.9,26.097311,25.35732,2.5203748,0.23255758,59.012432,4.046099,0.14655988,0.16852395,0.16852409
5469.0,63.1,20.8,20.862957,1193.364,2.3265996,0.24779029,73.66637,4.4775486,0.15628956,0.19850026,0.20228268
5472.5,27.8,15.3,21.317871,981.8295,2.3020349,0.22424999,75.24756,5.0503793,0.095107116,0.11673621,0.11673634
5478.0,947.0,20.8,23.203905,1306.5168,2.3849041,0.19155128,67.45384,4.552339,0.09042566,0.12317112,0.12317125
5479.2,224.0,18.0,19.655289,863.6781,2.3824656,0.21732418,68.7971,4.6633887,0.04015591,0.062144354,0.069021255
5485.2,2.26,9.9,27.223305,1818.4674,2.520959,0.06945908,66.59752,5.0324054,0.08346231,0.10459573,0.112796165
5496.8,31.3,16.0,22.025341,32.996643,2.51041,0.18530443,64.40336,4.546956,8.897867e-05,0.009790494,0.04527244
5508.2,17.2,7.3,24.121735,1827.4182,2.3938646,0.10633948,61.881535,4.968721,0.12405086,0.13989334,0.13999672
5535.0,3.21,8.9,59.835846,1883.0941,2.5090363,0.13532613,60.430916,6.3993,0.1506016,0.1506068,0.17625152
5544.0,1.28,11.7,39.232132,135.60333,2.5917714,0.1534443,62.81413,4.4625397,0.05228095,0.093911655,0.09391527
5556.0,115.0,18.5,41.07358,1688.0972,2.4494207,0.1155688,68.036255,5.0679846,0.11051036,0.11053384,0.16726497
5574.0,47.3,21.2,28.000065,43.720943,2.4151788,0.12765123,62.15662,3.1640446,0.04649124,0.090655446,0.091028824
5717.55,14.9,16.1,29.63965,280.82956,2.5854435,0.08183635,57.513096,3.9208903,0.0005331833,0.0007710774,0.00078591384
5719.4,1.04,12.3,28.047693,130.563,2.5728512,0.11304366,57.002953,4.689568,0.00084295025,0.001086632,0.00108667
5720.3,4.91,15.4,23.60437,111.17826,2.5239286,0.14982432,61.41309,4.8710027,0.00088219804,0.0011372273,0.0013036749
5723.95,12.9,17.3,21.427483,76.60734,2.591354,0.112214796,56.778812,4.659703,0.0007477531,0.00092199096,0.0010861271
5724.3,66.4,16.9,23.548277,72.36255,2.6275237,0.0938296,55.029076,4.6253223,0.0005724049,0.00070679234,0.00093787274
5724.6,44.5,17.4,30.635775,73.4982,2.6263216,0.07286562,54.597168,4.332212,0.00042898048,0.00067242654,0.0007025256
5725.5,2.11,13.0,33.01633,53.43616,2.6052501,0.08008525,55.654663,4.4991965,0.00040977378,0.00068954984,0.00069041445
5729.3,2.89,10.3,48.280792,27.108486,2.65557,0.09533141,55.906815,4.633071,0.0006322353,0.00077528576,0.00077532366
5729.6,15.2,16.4,55.302227,45.71646,2.6365967,0.08747995,55.25529,4.561439,0.0005042354,0.0006556554,0.0008070796
5730.85,5.26,11.7,44.669323,29.66111,2.612497,0.09323182,56.812904,5.0267863,0.0005583418,0.00084414077,0.00088714843
5731.3,41.7,20.5,47.073368,29.200283,2.6181917,0.08053273,57.002556,4.9148545,0.0005234798,0.00071506726,0.0007202511
5731.6,108.0,18.6,42.69862,39.256355,2.5729165,0.10300019,58.445004,4.9843307,0.00078948296,0.00094205677,0.0009480071
5731.9,27.9,17.6,35.585743,95.679306,2.501588,0.15369242,61.81412,4.8769107,0.0012399431,0.0014463707,0.0015281427
5732.25,16.6,16.6,30.78908,111.09148,2.514807,0.15168248,63.260983,4.6084156,0.0010203737,0.0012375553,0.0012882112
5732.4,12.6,18.6,32.676273,138.50476,2.5696955,0.117233045,60.906178,4.318363,0.0007184319,0.0009794519,0.0009796314
5732.55,20.2,17.6,37.3558,204.27467,2.614496,0.083831064,57.28436,4.004553,0.00045471307,0.0007195265,0.00079302123
5732.8,49.1,17.8,49.269375,406.2804,2.6560857,0.050144225,54.88293,3.8725178,0.0006595531,0.0008268162,0.0010128842
5733.15,157.0,18.7,49.254852,364.02338,2.6221972,0.09946902,56.80334,4.5087557,0.0011008644,0.0012239405,0.0014548568
5733.4,21.8,15.4,24.936722,363.6929,2.485927,0.17100056,63.500626,4.8027215,0.0016397769,0.0018224523,0.0019529663
5735.1,1490.0,15.4,17.855555,757.697,2.40608,0.19750294,67.67777,4.937518,0.0015665172,0.0017485548,0.0018635638
5735.4,684.0,14.0,15.66124,693.9221,2.379957,0.19663651,68.59607,5.0232096,0.0015647003,0.001732907,0.0018138305
5735.6,548.0,15.1,14.867215,692.89703,2.3870943,0.19249448,68.31468,5.03306,0.0015517549,0.0017414148,0.0017414528
5736.05,1190.0,16.3,12.806877,539.8747,2.4376354,0.18171048,66.26795,4.7188296,0.0015496389,0.0017184344,0.0018867222
5736.3,112.0,12.7,12.446284,412.2463,2.4646232,0.18038097,67.181755,4.2817736,0.0016094801,0.0017846443,0.0019552074
5736.6,9.25,10.5,12.265664,366.31952,2.4416175,0.18778232,66.26222,4.3368745,0.00168353,0.0018782031,0.0020015973
5736.9,1590.0,16.4,12.12609,663.5272,2.4226778,0.15806437,65.10581,5.011846,0.0017195914,0.0019398852,0.0020182685
5737.45,2.28,8.1,10.634075,1680.5392,2.4180963,0.13808697,65.328804,5.622547,0.0015431755,0.0016709354,0.0019719838
5738.5,193.0,13.1,11.614117,1706.4288,2.4398696,0.13212247,62.745598,5.7978034,0.0013061776,0.0014442928,0.0015373691
5738.9,4.56,13.5,13.433715,1257.8839,2.4609916,0.13427395,63.899464,5.5116434,0.001464997,0.0015996583,0.0016187622
5739.2,35.0,13.6,11.645116,863.97473,2.4227152,0.13911512,64.785416,5.659704,0.0014726062,0.0016452335,0.0017424924
5739.5,251.0,13.9,11.833438,1251.5812,2.4481008,0.13430934,64.54094,5.6469936,0.0012478164,0.0014356166,0.0015262525
5739.8,752.0,17.0,12.870967,1401.762,2.4887443,0.11987015,63.024475,5.5442786,0.001112322,0.0012815103,0.0012822752
5740.15,65.4,16.7,13.554643,1644.4237,2.5014923,0.10525182,61.368435,5.4800305,0.0011313126,0.0012480171,0.0013193641
5740.75,3.17,9.4,13.9007,1080.1179,2.414187,0.14235318,64.776825,5.8619165,0.0013146545,0.0016128523,0.0016128905
5741.4,9.43,8.0,13.744777,1235.1846,2.4796891,0.12946807,64.34578,5.432087,0.0012557148,0.0014218747,0.0014219128
5741.8,9.48,11.1,13.166554,1085.9519,2.4639523,0.111585416,63.389236,5.379018,0.001272714,0.0013255291,0.0013257647
5742.45,36.3,13.2,14.9423685,1039.0532,2.4168096,0.1684069,65.45387,5.1216435,0.0015296078,0.0016756478,0.0017154553
5743.35,49.7,14.6,22.695429,319.85995,2.5283997,0.11480301,59.51057,4.6917133,0.0010922183,0.0012193361,0.00124936
5743.65,30.7,14.9,20.721018,246.06497,2.5005643,0.12631178,61.514694,4.4461517,0.0011256131,0.0012147471,0.0012798788
5744.0,79.3,15.6,23.009455,251.87387,2.487791,0.13994615,61.490677,4.258039,0.0011808767,0.0012867223,0.0013666322
5744.3,602.0,17.2,22.50994,255.98463,2.5284033,0.12808175,60.793556,4.352792,0.0010041127,0.0011344162,0.0013686529
5745.35,21.7,21.9,28.459023,130.48651,2.587094,0.061684586,56.871933,3.479652,0.00057051034,0.00093624904,0.0009482372
5745.95,30.5,14.2,26.923277,209.26265,2.494667,0.12160661,60.2126,4.7311144,0.0012682574,0.0014353377,0.0014354858
5746.25,46.9,16.2,19.284761,296.7977,2.4200487,0.16022812,65.19182,4.82946,0.0014067085,0.0015499927,0.0015501464
5746.35,74.8,18.7,18.405035,413.06226,2.402738,0.17476256,65.25777,4.8098154,0.001446905,0.0015435307,0.0015436873
5746.55,75.8,14.2,17.972029,486.72958,2.388971,0.187123,66.03309,4.830298,0.0014946203,0.0016080136,0.001715368
5746.85,78.7,12.8,16.903805,510.9805,2.3881042,0.18380582,66.29459,5.049816,0.0015113153,0.001663338,0.0018121579
5747.2,405.0,15.2,18.998716,363.8246,2.4454477,0.15952232,65.14449,5.103597,0.0014160961,0.0016242947,0.0017020404
5747.3,207.0,15.0,21.381065,304.99915,2.4776719,0.14717743,63.368275,4.9966755,0.0013500844,0.0015243682,0.001576479
5748.2,582.0,16.0,25.907478,122.935524,2.5061674,0.1260644,60.408447,3.5297508,0.0013007398,0.0015566008,0.0015574181
5748.5,405.0,15.1,31.841919,121.995445,2.4676886,0.17811987,63.504375,4.2104387,0.0015868633,0.0017474081,0.0017598729
5749.1,6.9,11.3,18.843788,746.33655,2.3948174,0.18781775,66.30901,5.37716,0.0014758126,0.0016650222,0.0017199026
5749.9,1290.0,16.8,18.048006,1950.0,2.4081657,0.15980747,65.275635,5.5736165,0.0013656935,0.0015096053,0.0015714229
5750.2,13.1,16.4,19.095987,1787.8354,2.3908544,0.15884504,66.25255,5.588232,0.0015603555,0.0017189761,0.0017190143
5750.5,31.3,19.2,20.54489,1324.3483,2.3872538,0.16064897,66.66705,5.417686,0.0015357136,0.0017744926,0.0017746831
5750.8,18.6,15.8,22.922777,1058.5032,2.3956838,0.16289386,65.34521,5.460486,0.0013689729,0.0016420647,0.0017305409
5751.4,4.31,9.1,29.722876,1181.1954,2.4182203,0.1740908,66.35907,5.4868917,0.0014746459,0.0017069728,0.0018019752
5751.7,94.5,16.1,29.094828,524.3118,2.4271379,0.17025247,66.389565,5.429612,0.0012874514,0.0014957237,0.0015361191
5752.0,8.64,13.9,29.483213,904.95386,2.4128706,0.16045812,66.16528,5.4590683,0.0012756708,0.0014587512,0.0014622089
5752.3,9.2,12.6,35.90658,585.74146,2.3806999,0.15137218,67.898254,5.5455103,0.001443971,0.0017618432,0.0017825145
5754.9,43.3,15.5,30.83426,238.88103,2.52455,0.13347816,61.088898,4.3406067,0.00090334937,0.001131276,0.0011585539
5755.2,5.13,13.3,29.434122,310.78964,2.5791473,0.086776815,58.430378,3.7696104,0.0006235448,0.0008848458,0.00093219633
